userId,times_arr,origin_lat,origin_lon,origin_category,time_dep,destination_lat,destination_lon,destination_category
1003,2025-05-19 14:30:00,40.732084,-73.866328,Fast Food Restaurant,2025-05-19 16:00:00,40.697171,-73.902853,General Entertainment
1003,2025-05-19 16:00:00,40.697171,-73.902853,General Entertainment,2025-05-19 19:00:00,40.721944,-73.885513,Pizza Place
1003,2025-05-19 19:00:00,40.721944,-73.885513,Pizza Place,2025-05-19 20:30:00,40.721227,-73.903864,Donut Shop
1003,2025-05-19 20:30:00,40.721227,-73.903864,Donut Shop,2025-05-19 22:00:00,40.714481,-73.87131,Home (private)
1004,2025-05-19 07:30:00,40.684996,-73.94186,Home (private),2025-05-19 08:00:00,40.679909,-73.940371,Subway
1004,2025-05-19 08:00:00,40.679909,-73.940371,Subway,2025-05-19 08:15:00,40.658992,-73.915048,Office
1004,2025-05-19 08:15:00,40.658992,-73.915048,Office,2025-05-19 10:00:00,40.69239,-73.990916,Coffee Shop
1004,2025-05-19 10:00:00,40.69239,-73.990916,Coffee Shop,2025-05-19 10:30:00,40.658992,-73.915048,Office
1004,2025-05-19 10:30:00,40.658992,-73.915048,Office,2025-05-19 12:30:00,40.694074,-73.992174,Gift Shop
1004,2025-05-19 12:30:00,40.694074,-73.992174,Gift Shop,2025-05-19 13:00:00,40.658992,-73.915048,Office
1004,2025-05-19 13:00:00,40.658992,-73.915048,Office,2025-05-19 17:30:00,40.68101,-73.938075,Office
1004,2025-05-19 17:30:00,40.68101,-73.938075,Office,2025-05-19 18:00:00,40.713069,-74.004411,Subway
1004,2025-05-19 18:00:00,40.713069,-74.004411,Subway,2025-05-19 18:30:00,40.680126,-73.944068,Pizza Place
1004,2025-05-19 18:30:00,40.680126,-73.944068,Pizza Place,2025-05-19 19:15:00,40.817804,-73.857286,Other Great Outdoors
1004,2025-05-19 19:15:00,40.817804,-73.857286,Other Great Outdoors,2025-05-19 20:30:00,40.758165,-73.989261,Coffee Shop
1004,2025-05-19 20:30:00,40.758165,-73.989261,Coffee Shop,2025-05-19 21:45:00,40.684996,-73.94186,Home (private)
1005,2025-05-19 07:30:00,40.729469,-74.001852,Coffee Shop,2025-05-19 08:00:00,40.750795,-73.993576,Train Station
1005,2025-05-19 08:00:00,40.750795,-73.993576,Train Station,2025-05-19 09:00:00,40.763462,-73.974005,Department Store
1005,2025-05-19 09:00:00,40.763462,-73.974005,Department Store,2025-05-19 12:30:00,40.725874,-73.994794,Sandwich Place
1005,2025-05-19 12:30:00,40.725874,-73.994794,Sandwich Place,2025-05-19 13:00:00,40.728279,-73.992795,Gym / Fitness Center
1005,2025-05-19 13:00:00,40.728279,-73.992795,Gym / Fitness Center,2025-05-19 15:00:00,40.76338,-74.229892,Park
1005,2025-05-19 15:00:00,40.76338,-74.229892,Park,2025-05-19 17:00:00,40.722966,-74.000087,Bar
1005,2025-05-19 17:00:00,40.722966,-74.000087,Bar,2025-05-19 19:30:00,40.725112,-74.238954,American Restaurant
1005,2025-05-19 19:30:00,40.725112,-74.238954,American Restaurant,2025-05-19 21:00:00,40.730871,-74.000756,Music Venue
1005,2025-05-19 21:00:00,40.730871,-74.000756,Music Venue,2025-05-19 23:00:00,40.75129,-73.992349,Bar
1006,2025-05-19 07:30:00,40.684996,-73.94186,Home (private),2025-05-19 08:00:00,40.703435,-73.816333,Elementary School
1006,2025-05-19 08:00:00,40.703435,-73.816333,Elementary School,2025-05-19 15:00:00,40.703677,-73.816603,Elementary School
1006,2025-05-19 15:00:00,40.703677,-73.816603,Elementary School,2025-05-19 15:30:00,40.687945,-73.944785,Fried Chicken Joint
1006,2025-05-19 15:30:00,40.687945,-73.944785,Fried Chicken Joint,2025-05-19 16:00:00,40.686104,-73.943826,Residential Building (Apartment / Condo)
1006,2025-05-19 16:00:00,40.686104,-73.943826,Residential Building (Apartment / Condo),2025-05-19 17:30:00,40.686142,-73.943648,Deli / Bodega
1006,2025-05-19 17:30:00,40.686142,-73.943648,Deli / Bodega,2025-05-19 18:30:00,40.674599,-73.735584,Food & Drink Shop
1006,2025-05-19 18:30:00,40.674599,-73.735584,Food & Drink Shop,2025-05-19 19:30:00,40.684996,-73.94186,Home (private)
1006,2025-05-19 19:30:00,40.684996,-73.94186,Home (private),2025-05-19 20:30:00,40.68269,-73.931737,Neighborhood
1007,2025-05-19 01:00:00,40.719394,-73.988779,Bar,2025-05-19 07:30:00,40.732999,-73.985496,Breakfast Spot
1007,2025-05-19 07:30:00,40.732999,-73.985496,Breakfast Spot,2025-05-19 08:30:00,40.736923,-73.988297,Office
1007,2025-05-19 08:30:00,40.736923,-73.988297,Office,2025-05-19 12:00:00,40.704348,-73.919268,Deli / Bodega
1007,2025-05-19 12:00:00,40.704348,-73.919268,Deli / Bodega,2025-05-19 13:00:00,40.731156,-73.988728,American Restaurant
1007,2025-05-19 13:00:00,40.731156,-73.988728,American Restaurant,2025-05-19 17:30:00,40.736923,-73.988297,Office
1007,2025-05-19 17:30:00,40.736923,-73.988297,Office,2025-05-19 18:30:00,40.734483,-73.988234,Gym / Fitness Center
1007,2025-05-19 18:30:00,40.734483,-73.988234,Gym / Fitness Center,2025-05-19 19:30:00,40.763342,-73.977938,Italian Restaurant
1007,2025-05-19 19:30:00,40.763342,-73.977938,Italian Restaurant,2025-05-19 21:00:00,40.725926,-73.977647,Bar
1007,2025-05-19 21:00:00,40.725926,-73.977647,Bar,2025-05-19 23:00:00,40.732609,-73.987781,Bar
1008,2025-05-19 07:30:00,40.731154,-73.860719,Residential Building (Apartment / Condo),2025-05-19 08:00:00,40.702575,-73.818998,Gym / Fitness Center
1008,2025-05-19 08:00:00,40.702575,-73.818998,Gym / Fitness Center,2025-05-19 09:00:00,40.730186,-73.863101,Coffee Shop
1008,2025-05-19 09:00:00,40.730186,-73.863101,Coffee Shop,2025-05-19 09:30:00,40.638844,-73.741824,Office
1008,2025-05-19 09:30:00,40.638844,-73.741824,Office,2025-05-19 12:00:00,40.730954,-73.863595,American Restaurant
1008,2025-05-19 12:00:00,40.730954,-73.863595,American Restaurant,2025-05-19 13:00:00,40.638844,-73.741824,Office
1008,2025-05-19 13:00:00,40.638844,-73.741824,Office,2025-05-19 17:00:00,40.734639,-73.868838,Bus Station
1008,2025-05-19 17:00:00,40.734639,-73.868838,Bus Station,2025-05-19 17:30:00,40.734056,-73.870847,Mall
1008,2025-05-19 17:30:00,40.734056,-73.870847,Mall,2025-05-19 19:00:00,40.756991,-73.988728,Movie Theater
1008,2025-05-19 19:00:00,40.756991,-73.988728,Movie Theater,2025-05-19 22:00:00,40.731154,-73.860719,Residential Building (Apartment / Condo)
1009,2025-05-19 07:30:00,40.760883,-73.985009,Gym / Fitness Center,2025-05-19 09:00:00,40.758551,-73.984888,Office
1009,2025-05-19 09:00:00,40.758551,-73.984888,Office,2025-05-19 12:30:00,40.747972,-74.004078,Italian Restaurant
1009,2025-05-19 12:30:00,40.747972,-74.004078,Italian Restaurant,2025-05-19 14:00:00,40.737025,-74.005487,Park
1009,2025-05-19 14:00:00,40.737025,-74.005487,Park,2025-05-19 15:30:00,40.755343,-73.992114,Theater
1009,2025-05-19 15:30:00,40.755343,-73.992114,Theater,2025-05-19 18:00:00,40.719116,-74.00343,Bar
1009,2025-05-19 18:00:00,40.719116,-74.00343,Bar,2025-05-19 20:00:00,40.75317,-73.992734,Performing Arts Venue
1009,2025-05-19 20:00:00,40.75317,-73.992734,Performing Arts Venue,2025-05-19 22:30:00,40.764525,-73.978105,Movie Theater
100,2025-05-19 07:00:00,40.790225,-73.975089,Coffee Shop,2025-05-19 08:00:00,40.762682,-73.989129,Deli / Bodega
100,2025-05-19 08:00:00,40.762682,-73.989129,Deli / Bodega,2025-05-19 09:30:00,40.7941,-73.976434,Sculpture Garden
100,2025-05-19 09:30:00,40.7941,-73.976434,Sculpture Garden,2025-05-19 11:00:00,40.790599,-73.980234,Other Great Outdoors
100,2025-05-19 11:00:00,40.790599,-73.980234,Other Great Outdoors,2025-05-19 12:30:00,40.76299,-73.989043,Food & Drink Shop
100,2025-05-19 12:30:00,40.76299,-73.989043,Food & Drink Shop,2025-05-19 14:00:00,40.762796,-73.987581,Theater
100,2025-05-19 14:00:00,40.762796,-73.987581,Theater,2025-05-19 16:00:00,40.865552,-73.927632,Diner
100,2025-05-19 16:00:00,40.865552,-73.927632,Diner,2025-05-19 18:30:00,40.762747,-73.98762,Theater
100,2025-05-19 18:30:00,40.762747,-73.98762,Theater,2025-05-19 21:00:00,40.788547,-73.976968,Bar
1010,2025-05-19 07:00:00,40.785735,-74.165099,Home (private),2025-05-19 07:30:00,40.78918,-74.162265,Deli / Bodega
1010,2025-05-19 07:30:00,40.78918,-74.162265,Deli / Bodega,2025-05-19 08:00:00,40.802113,-74.161622,High School
1010,2025-05-19 08:00:00,40.802113,-74.161622,High School,2025-05-19 12:00:00,40.802113,-74.161622,High School
1010,2025-05-19 12:00:00,40.802113,-74.161622,High School,2025-05-19 15:00:00,40.802113,-74.161622,High School
1010,2025-05-19 15:00:00,40.802113,-74.161622,High School,2025-05-19 15:30:00,40.808566,-74.151186,Gaming Cafe
1010,2025-05-19 15:30:00,40.808566,-74.151186,Gaming Cafe,2025-05-19 17:00:00,40.800878,-74.154137,Pizza Place
1010,2025-05-19 17:00:00,40.800878,-74.154137,Pizza Place,2025-05-19 18:00:00,40.78918,-74.162265,Deli / Bodega
1010,2025-05-19 18:00:00,40.78918,-74.162265,Deli / Bodega,2025-05-19 19:00:00,40.785735,-74.165099,Home (private)
1010,2025-05-19 19:00:00,40.785735,-74.165099,Home (private),2025-05-19 20:00:00,40.803325,-74.146335,Fast Food Restaurant
1010,2025-05-19 20:00:00,40.803325,-74.146335,Fast Food Restaurant,2025-05-19 21:30:00,40.792558,-74.145733,Clothing Store
1010,2025-05-19 21:30:00,40.792558,-74.145733,Clothing Store,2025-05-19 22:30:00,40.785735,-74.165099,Home (private)
1011,2025-05-19 07:30:00,40.827157,-73.995345,Gym / Fitness Center,2025-05-19 08:30:00,40.782914,-74.007125,Coffee Shop
1011,2025-05-19 08:30:00,40.782914,-74.007125,Coffee Shop,2025-05-19 09:00:00,40.758632,-73.982156,Office
1011,2025-05-19 09:00:00,40.758632,-73.982156,Office,2025-05-19 12:00:00,40.889175,-74.03852,Burger Joint
1011,2025-05-19 12:00:00,40.889175,-74.03852,Burger Joint,2025-05-19 13:00:00,40.758632,-73.982156,Office
1011,2025-05-19 13:00:00,40.758632,-73.982156,Office,2025-05-19 17:30:00,40.824095,-73.98824,Medical Center
1011,2025-05-19 17:30:00,40.824095,-73.98824,Medical Center,2025-05-19 18:30:00,40.840539,-74.047763,Italian Restaurant
1011,2025-05-19 18:30:00,40.840539,-74.047763,Italian Restaurant,2025-05-19 20:00:00,40.704172,-74.010265,Bar
1011,2025-05-19 20:00:00,40.704172,-74.010265,Bar,2025-05-19 22:00:00,40.661662,-73.824563,Home
1012,2025-05-19 07:30:00,40.735697,-73.812498,Home (private),2025-05-19 08:00:00,40.749143,-73.869581,Subway
1012,2025-05-19 08:00:00,40.749143,-73.869581,Subway,2025-05-19 08:30:00,40.756144,-73.976905,Office
1012,2025-05-19 08:30:00,40.756144,-73.976905,Office,2025-05-19 12:00:00,40.759573,-73.985244,Coffee Shop
1012,2025-05-19 12:00:00,40.759573,-73.985244,Coffee Shop,2025-05-19 13:00:00,40.756144,-73.976905,Office
1012,2025-05-19 13:00:00,40.756144,-73.976905,Office,2025-05-19 17:00:00,40.702575,-73.818998,Gym / Fitness Center
1012,2025-05-19 17:00:00,40.702575,-73.818998,Gym / Fitness Center,2025-05-19 18:30:00,40.764876,-73.817825,Neighborhood
1012,2025-05-19 18:30:00,40.764876,-73.817825,Neighborhood,2025-05-19 19:30:00,40.757687,-73.969277,Mexican Restaurant
1012,2025-05-19 19:30:00,40.757687,-73.969277,Mexican Restaurant,2025-05-19 21:00:00,40.746964,-73.807697,Park
1012,2025-05-19 21:00:00,40.746964,-73.807697,Park,2025-05-19 22:00:00,40.735697,-73.812498,Home (private)
1013,2025-05-19 08:30:00,40.722897,-73.994782,Café,2025-05-19 10:00:00,40.769002,-73.965231,College Academic Building
1013,2025-05-19 10:00:00,40.769002,-73.965231,College Academic Building,2025-05-19 12:30:00,40.718499,-73.996733,Food & Drink Shop
1013,2025-05-19 12:30:00,40.718499,-73.996733,Food & Drink Shop,2025-05-19 14:00:00,40.735282,-73.990403,Park
1013,2025-05-19 14:00:00,40.735282,-73.990403,Park,2025-05-19 16:00:00,40.723704,-73.996584,Burger Joint
1013,2025-05-19 16:00:00,40.723704,-73.996584,Burger Joint,2025-05-19 19:00:00,40.73821,-73.983649,German Restaurant
1013,2025-05-19 19:00:00,40.73821,-73.983649,German Restaurant,2025-05-19 21:00:00,40.714964,-73.966506,Bar
1013,2025-05-19 21:00:00,40.714964,-73.966506,Bar,2025-05-19 22:30:00,40.760231,-73.995121,Bar
1013,2025-05-19 22:30:00,40.760231,-73.995121,Bar,2025-05-19 23:45:00,40.71869,-73.989313,Bar
1014,2025-05-19 07:30:00,40.785491,-73.953616,Home (private),2025-05-19 08:00:00,40.739343,-73.995436,Coffee Shop
1014,2025-05-19 08:00:00,40.739343,-73.995436,Coffee Shop,2025-05-19 08:30:00,40.763966,-73.915114,Gym / Fitness Center
1014,2025-05-19 08:30:00,40.763966,-73.915114,Gym / Fitness Center,2025-05-19 09:30:00,40.737106,-73.990323,Sandwich Place
1014,2025-05-19 09:30:00,40.737106,-73.990323,Sandwich Place,2025-05-19 10:00:00,40.753369,-73.998842,Office
1014,2025-05-19 10:00:00,40.753369,-73.998842,Office,2025-05-19 12:00:00,40.790566,-73.947569,American Restaurant
1014,2025-05-19 12:00:00,40.790566,-73.947569,American Restaurant,2025-05-19 13:00:00,40.753369,-73.998842,Office
1014,2025-05-19 13:00:00,40.753369,-73.998842,Office,2025-05-19 17:30:00,40.763966,-73.915114,Gym / Fitness Center
1014,2025-05-19 17:30:00,40.763966,-73.915114,Gym / Fitness Center,2025-05-19 19:00:00,40.734088,-73.002822,Bar
1014,2025-05-19 19:00:00,40.734088,-73.002822,Bar,2025-05-19 20:30:00,40.739343,-73.995436,Dessert Shop
1014,2025-05-19 20:30:00,40.739343,-73.995436,Dessert Shop,2025-05-19 21:30:00,40.760423,-73.991195,BBQ Joint
1014,2025-05-19 21:30:00,40.760423,-73.991195,BBQ Joint,2025-05-19 22:30:00,40.744278,-73.991848,Bar
1014,2025-05-19 22:30:00,40.744278,-73.991848,Bar,2025-05-19 23:45:00,40.742257,-73.006236,Bar
1014,2025-05-19 23:45:00,40.742257,-73.006236,Bar,2025-05-20 01:00:00,40.785491,-73.953616,Home (private)
1015,2025-05-19 08:30:00,40.829186,-73.8762,Coffee Shop,2025-05-19 09:30:00,40.833265,-73.874414,College Academic Building
1015,2025-05-19 09:30:00,40.833265,-73.874414,College Academic Building,2025-05-19 12:00:00,40.764193,-73.977089,American Restaurant
1015,2025-05-19 12:00:00,40.764193,-73.977089,American Restaurant,2025-05-19 13:30:00,40.740114,-73.993537,Gym / Fitness Center
1015,2025-05-19 13:30:00,40.740114,-73.993537,Gym / Fitness Center,2025-05-19 15:00:00,40.707102,-74.010833,Office
1015,2025-05-19 15:00:00,40.707102,-74.010833,Office,2025-05-19 16:30:00,40.766428,-73.983023,Café
1015,2025-05-19 16:30:00,40.766428,-73.983023,Café,2025-05-19 18:00:00,40.75752,-73.987144,Bowling Alley
1015,2025-05-19 18:00:00,40.75752,-73.987144,Bowling Alley,2025-05-19 20:00:00,40.740728,-74.008611,Bar
1015,2025-05-19 20:00:00,40.740728,-74.008611,Bar,2025-05-19 22:00:00,40.751678,-73.991207,General Entertainment
1016,2025-05-19 07:30:00,40.931909,-74.012385,Home (private),2025-05-19 08:00:00,40.942467,-74.021158,High School
1016,2025-05-19 08:00:00,40.942467,-74.021158,High School,2025-05-19 15:00:00,40.942525,-74.022153,High School
1016,2025-05-19 15:00:00,40.942525,-74.022153,High School,2025-05-19 15:15:00,40.928008,-74.014394,Gym / Fitness Center
1016,2025-05-19 15:15:00,40.928008,-74.014394,Gym / Fitness Center,2025-05-19 16:30:00,40.929469,-73.995396,Deli / Bodega
1016,2025-05-19 16:30:00,40.929469,-73.995396,Deli / Bodega,2025-05-19 16:50:00,40.932125,-74.026008,Fast Food Restaurant
1016,2025-05-19 16:50:00,40.932125,-74.026008,Fast Food Restaurant,2025-05-19 17:00:00,40.932534,-74.009926,Playground
1016,2025-05-19 17:00:00,40.932534,-74.009926,Playground,2025-05-19 18:00:00,40.943251,-74.022212,Zoo
1016,2025-05-19 18:00:00,40.943251,-74.022212,Zoo,2025-05-19 19:30:00,40.931909,-74.012385,Home (private)
1016,2025-05-19 19:30:00,40.931909,-74.012385,Home (private),2025-05-19 20:00:00,40.966549,-74.075875,American Restaurant
1016,2025-05-19 20:00:00,40.966549,-74.075875,American Restaurant,2025-05-19 21:30:00,40.931909,-74.012385,Home (private)
1017,2025-05-19 08:00:00,40.845941,-73.824262,Home (private),2025-05-19 09:00:00,40.695221,-73.925663,Office
1017,2025-05-19 09:00:00,40.695221,-73.925663,Office,2025-05-19 12:30:00,40.71178,-74.008477,Café
1017,2025-05-19 12:30:00,40.71178,-74.008477,Café,2025-05-19 13:30:00,40.695221,-73.925663,Office
1017,2025-05-19 13:30:00,40.695221,-73.925663,Office,2025-05-19 17:30:00,40.695221,-73.925663,Office
1017,2025-05-19 17:30:00,40.695221,-73.925663,Office,2025-05-19 18:00:00,40.867827,-73.827039,Mall
1017,2025-05-19 18:00:00,40.867827,-73.827039,Mall,2025-05-19 19:30:00,40.851962,-73.826966,Park
1017,2025-05-19 19:30:00,40.851962,-73.826966,Park,2025-05-19 21:00:00,40.866748,-73.82558,Movie Theater
1017,2025-05-19 21:00:00,40.866748,-73.82558,Movie Theater,2025-05-19 23:00:00,40.827087,-73.924148,Deli / Bodega
1017,2025-05-19 23:00:00,40.827087,-73.924148,Deli / Bodega,2025-05-19 23:30:00,40.845941,-73.824262,Home (private)
1018,2025-05-19 07:30:00,40.74516,-73.971784,Residential Building (Apartment / Condo),2025-05-19 08:00:00,40.78252,-73.951122,Coffee Shop
1018,2025-05-19 08:00:00,40.78252,-73.951122,Coffee Shop,2025-05-19 09:00:00,40.750719,-73.975153,Office
1018,2025-05-19 09:00:00,40.750719,-73.975153,Office,2025-05-19 10:30:00,40.752597,-73.972404,Diner
1018,2025-05-19 10:30:00,40.752597,-73.972404,Diner,2025-05-19 12:00:00,40.753239,-73.979144,American Restaurant
1018,2025-05-19 12:00:00,40.753239,-73.979144,American Restaurant,2025-05-19 13:00:00,40.750719,-73.975153,Office
1018,2025-05-19 13:00:00,40.750719,-73.975153,Office,2025-05-19 15:30:00,40.7812,-73.952111,Thai Restaurant
1018,2025-05-19 15:30:00,40.7812,-73.952111,Thai Restaurant,2025-05-19 17:30:00,40.750297,-73.975067,Mexican Restaurant
1018,2025-05-19 17:30:00,40.750297,-73.975067,Mexican Restaurant,2025-05-19 19:00:00,40.759562,-73.986998,Theater
1018,2025-05-19 19:00:00,40.759562,-73.986998,Theater,2025-05-19 21:00:00,40.758262,-73.966205,Ice Cream Shop
1018,2025-05-19 21:00:00,40.758262,-73.966205,Ice Cream Shop,2025-05-19 22:00:00,40.74516,-73.971784,Residential Building (Apartment / Condo)
1019,2025-05-19 07:30:00,40.719023,-74.002346,Coffee Shop,2025-05-19 08:00:00,40.713706,-74.014201,Office
1019,2025-05-19 08:00:00,40.713706,-74.014201,Office,2025-05-19 11:30:00,40.742023,-74.005175,Food & Drink Shop
1019,2025-05-19 11:30:00,40.742023,-74.005175,Food & Drink Shop,2025-05-19 12:00:00,40.742744,-74.007912,American Restaurant
1019,2025-05-19 12:00:00,40.742744,-74.007912,American Restaurant,2025-05-19 13:00:00,40.713706,-74.014201,Office
1019,2025-05-19 13:00:00,40.713706,-74.014201,Office,2025-05-19 17:00:00,40.716709,-74.010547,Gym / Fitness Center
1019,2025-05-19 17:00:00,40.716709,-74.010547,Gym / Fitness Center,2025-05-19 19:00:00,40.677568,-73.979757,Sushi Restaurant
1019,2025-05-19 19:00:00,40.677568,-73.979757,Sushi Restaurant,2025-05-19 20:30:00,40.707634,-74.00198,Bar
1019,2025-05-19 20:30:00,40.707634,-74.00198,Bar,2025-05-19 22:00:00,40.765023,-73.980196,Concert Hall
1019,2025-05-19 22:00:00,40.765023,-73.980196,Concert Hall,2025-05-19 23:30:00,40.678447,-73.965371,Home (private)
101,2025-05-19 08:00:00,40.713435,-73.958073,Neighborhood,2025-05-19 09:00:00,40.748243,-73.99193,Office
101,2025-05-19 09:00:00,40.748243,-73.99193,Office,2025-05-19 12:00:00,40.717997,-73.959328,Coffee Shop
101,2025-05-19 12:00:00,40.717997,-73.959328,Coffee Shop,2025-05-19 13:00:00,40.728437,-73.981822,American Restaurant
101,2025-05-19 13:00:00,40.728437,-73.981822,American Restaurant,2025-05-19 17:00:00,40.748243,-73.99193,Office
101,2025-05-19 17:00:00,40.748243,-73.99193,Office,2025-05-19 18:30:00,40.702435,-73.987073,Bar
101,2025-05-19 18:30:00,40.702435,-73.987073,Bar,2025-05-19 20:00:00,40.721148,-73.957037,BBQ Joint
101,2025-05-19 20:00:00,40.721148,-73.957037,BBQ Joint,2025-05-19 21:30:00,40.753081,-73.971229,Scenic Lookout
101,2025-05-19 21:30:00,40.753081,-73.971229,Scenic Lookout,2025-05-19 22:30:00,40.702407,-73.988751,Neighborhood
1020,2025-05-19 08:00:00,40.635522,-73.94186,Home (private),2025-05-19 08:30:00,40.626201,-73.917632,Breakfast Spot
1020,2025-05-19 08:30:00,40.626201,-73.917632,Breakfast Spot,2025-05-19 09:30:00,40.693425,-73.991712,University
1020,2025-05-19 09:30:00,40.693425,-73.991712,University,2025-05-19 12:00:00,40.759416,-73.979594,Fast Food Restaurant
1020,2025-05-19 12:00:00,40.759416,-73.979594,Fast Food Restaurant,2025-05-19 13:00:00,40.693425,-73.991712,University
1020,2025-05-19 13:00:00,40.693425,-73.991712,University,2025-05-19 15:00:00,40.760116,-73.983534,Sporting Goods Shop
1020,2025-05-19 15:00:00,40.760116,-73.983534,Sporting Goods Shop,2025-05-19 16:00:00,40.677448,-73.972738,Pool Hall
1020,2025-05-19 16:00:00,40.677448,-73.972738,Pool Hall,2025-05-19 18:00:00,40.689685,-73.98129,American Restaurant
1020,2025-05-19 18:00:00,40.689685,-73.98129,American Restaurant,2025-05-19 20:00:00,40.752481,-73.994386,Movie Theater
1020,2025-05-19 20:00:00,40.752481,-73.994386,Movie Theater,2025-05-19 22:30:00,40.635522,-73.94186,Home (private)
1021,2025-05-19 07:30:00,40.75051,-73.983936,Office,2025-05-19 09:00:00,40.648366,-73.978759,Café
1021,2025-05-19 09:00:00,40.648366,-73.978759,Café,2025-05-19 10:00:00,40.75051,-73.983936,Office
